,assay_id,target_id,protein_path,ligand_path,label,type
14,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b20/rank1.sdf,0,B
15,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b22/rank1.sdf,0,B
16,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b23/rank1.sdf,0,B
17,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b24/rank1.sdf,0,B
18,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b25/rank1.sdf,0,B
19,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b26/rank1.sdf,0,B
20,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b27/rank1.sdf,0,B
21,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b28/rank1.sdf,0,B
22,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b42/rank1.sdf,0,B
23,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b44/rank1.sdf,0,B
24,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b45/rank1.sdf,0,B
25,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b46/rank1.sdf,0,B
26,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b53/rank1.sdf,0,B
27,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b55/rank1.sdf,0,B
28,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/b56/rank1.sdf,0,B
29,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g0/rank1.sdf,1,B
30,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g1/rank1.sdf,1,B
31,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g2/rank1.sdf,1,B
32,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g3/rank1.sdf,1,B
33,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g4/rank1.sdf,1,B
34,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g5/rank1.sdf,1,B
35,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g21/rank1.sdf,1,B
36,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g29/rank1.sdf,1,B
37,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g30/rank1.sdf,1,B
38,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g31/rank1.sdf,1,B
39,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g32/rank1.sdf,1,B
40,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g33/rank1.sdf,1,B
41,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g34/rank1.sdf,1,B
42,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g35/rank1.sdf,1,B
43,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g36/rank1.sdf,1,B
44,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g37/rank1.sdf,1,B
45,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g38/rank1.sdf,1,B
46,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g39/rank1.sdf,1,B
47,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g40/rank1.sdf,1,B
48,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g41/rank1.sdf,1,B
49,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g43/rank1.sdf,1,B
50,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g47/rank1.sdf,1,B
51,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g48/rank1.sdf,1,B
52,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g49/rank1.sdf,1,B
53,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g50/rank1.sdf,1,B
54,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g51/rank1.sdf,1,B
55,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g52/rank1.sdf,1,B
56,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g54/rank1.sdf,1,B
57,CHEMBL1000314,P14222,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P14222.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000314/docks/g57/rank1.sdf,1,B
58,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b0/rank1.sdf,0,B
59,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b4/rank1.sdf,0,B
60,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b5/rank1.sdf,0,B
61,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b6/rank1.sdf,0,B
62,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b7/rank1.sdf,0,B
63,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b8/rank1.sdf,0,B
64,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b9/rank1.sdf,0,B
65,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b10/rank1.sdf,0,B
66,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b13/rank1.sdf,0,B
67,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b16/rank1.sdf,0,B
68,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b17/rank1.sdf,0,B
69,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b19/rank1.sdf,0,B
70,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b20/rank1.sdf,0,B
71,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b22/rank1.sdf,0,B
72,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b25/rank1.sdf,0,B
73,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b26/rank1.sdf,0,B
74,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b27/rank1.sdf,0,B
75,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b34/rank1.sdf,0,B
76,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b35/rank1.sdf,0,B
77,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b36/rank1.sdf,0,B
78,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b37/rank1.sdf,0,B
79,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b38/rank1.sdf,0,B
80,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b39/rank1.sdf,0,B
81,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b40/rank1.sdf,0,B
82,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b45/rank1.sdf,0,B
83,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b48/rank1.sdf,0,B
84,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b52/rank1.sdf,0,B
85,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b55/rank1.sdf,0,B
86,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b56/rank1.sdf,0,B
87,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b58/rank1.sdf,0,B
88,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b61/rank1.sdf,0,B
89,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/b62/rank1.sdf,0,B
90,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g1/rank1.sdf,1,B
91,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g2/rank1.sdf,1,B
92,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g3/rank1.sdf,1,B
93,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g11/rank1.sdf,1,B
94,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g12/rank1.sdf,1,B
95,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g14/rank1.sdf,1,B
96,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g15/rank1.sdf,1,B
97,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g18/rank1.sdf,1,B
98,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g21/rank1.sdf,1,B
99,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g23/rank1.sdf,1,B
100,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g24/rank1.sdf,1,B
101,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g28/rank1.sdf,1,B
102,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g29/rank1.sdf,1,B
103,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g30/rank1.sdf,1,B
104,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g31/rank1.sdf,1,B
105,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g32/rank1.sdf,1,B
106,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g33/rank1.sdf,1,B
107,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g41/rank1.sdf,1,B
108,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g42/rank1.sdf,1,B
109,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g43/rank1.sdf,1,B
110,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g44/rank1.sdf,1,B
111,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g46/rank1.sdf,1,B
112,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g47/rank1.sdf,1,B
113,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g49/rank1.sdf,1,B
114,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g50/rank1.sdf,1,B
115,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g51/rank1.sdf,1,B
116,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g53/rank1.sdf,1,B
117,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g54/rank1.sdf,1,B
118,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g57/rank1.sdf,1,B
119,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g59/rank1.sdf,1,B
120,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g60/rank1.sdf,1,B
121,CHEMBL1000361,O14757,/home/alon.kitin/docking_cfom/data/proteins/pdbs/O14757.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000361/docks/g63/rank1.sdf,1,B
122,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b0/rank1.sdf,0,B
123,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b1/rank1.sdf,0,B
124,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b2/rank1.sdf,0,B
125,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b3/rank1.sdf,0,B
126,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b4/rank1.sdf,0,B
127,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b20/rank1.sdf,0,B
128,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b21/rank1.sdf,0,B
129,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b22/rank1.sdf,0,B
130,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b26/rank1.sdf,0,B
131,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b27/rank1.sdf,0,B
132,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b30/rank1.sdf,0,B
133,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b31/rank1.sdf,0,B
134,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b32/rank1.sdf,0,B
135,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b33/rank1.sdf,0,B
136,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b34/rank1.sdf,0,B
137,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b35/rank1.sdf,0,B
138,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b36/rank1.sdf,0,B
139,CHEMBL1000621,P15056,/home/alon.kitin/docking_cfom/data/proteins/pdbs/P15056.pdb,/home/alon.kitin/docking_cfom/data/CHEMBL1000621/docks/b37/rank1.sdf,0,B
